Date,Channel,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
3/8/2023,Unassigned,1717,733,0.426907397,49.58299359,4.902737333,8418,11,0.006406523,1284.05
6/27/2024,Email,1713,1362,0.795096322,59.21190893,8.775831874,15033,7,0.004086398,615.7
12/7/2024,Paid Social,1713,462,0.269702277,24.12667834,6.956800934,11917,5,0.002918856,426.29
5/10/2023,Paid Social,1712,750,0.438084112,36.02511682,5.184579439,8876,4,0.002336449,318.67
4/22/2024,Paid Social,1710,565,0.330409357,24.2502924,6.409356725,10960,3,0.001754386,552.73
11/7/2024,Email,1709,645,0.377413692,48.42949093,7.225863078,12349,11,0.006436513,1542.25
1/15/2025,Unassigned,1709,559,0.327091867,50.44119368,9.23698069,15786,9,0.005266238,1610.45
12/21/2024,Cross-network,1705,887,0.520234604,62.31026393,11.50205279,19611,18,0.009970674,2442.2
7/3/2024,Paid Social,1705,1187,0.696187683,24.59648094,7.588856305,12939,4,0.002346041,325.99
4/19/2024,Paid Social,1704,560,0.328638498,23.40258216,6.068661972,10341,5,0.002934272,984.93
6/20/2024,Paid Social,1704,1181,0.693075117,21.64201878,7.575704225,12909,4,0.002347418,832.34
6/14/2024,Paid Social,1703,1056,0.620082208,24.498532,7.90604815,13464,7,0.004110393,542.98
10/17/2024,Cross-network,1700,905,0.532352941,66.39882353,12.05647059,20496,20,0.011764706,3516.9
6/25/2024,Paid Social,1700,1176,0.691764706,18.45352941,7.235882353,12301,2,0.001176471,135.49
10/22/2024,Cross-network,1697,844,0.497348262,64.74071892,11.46434885,19455,14,0.008249853,2143.75
8/12/2024,Paid Social,1697,1273,0.750147319,25.11373011,9.774307602,16587,4,0.002357101,404.75
3/13/2023,Organic Social,1696,800,0.471698113,40.51356132,5.845518868,9914,5,0.002358491,894.51
4/24/2024,Paid Social,1696,559,0.329599057,26.26061321,6.670400943,11313,5,0.002948113,567.24
11/2/2022,Organic Social,1694,1020,0.602125148,52.08323495,5.868949233,9942,3,0.001770956,150.72
12/30/2022,Organic Social,1692,849,0.50177305,44.01300236,5.569148936,9423,8,0.004728132,1123.35
5/9/2023,Paid Social,1692,718,0.424349882,31.32919622,4.98463357,8434,5,0.002955083,496.16
12/27/2024,Paid Social,1692,414,0.244680851,21.65425532,6.649527187,11251,7,0.004137116,1307.05
11/26/2023,Email,1690,1010,0.597633136,108.7248521,14.46982249,24454,72,0.041420118,12100.1
6/15/2024,Paid Social,1689,1096,0.648904677,26.81527531,7.920071048,13377,3,0.001776199,143.5
6/19/2024,Email,1687,1378,0.816834618,137.5168939,7.681090694,12958,4,0.002371073,352
11/22/2024,Paid Social,1687,441,0.261410788,19.51274452,6.400118554,10797,2,0.001185536,165.49
1/6/2025,Cross-network,1686,871,0.516607355,60.18149466,11.46263345,19326,14,0.008303677,2038
11/14/2022,Organic Social,1686,848,0.502965599,47.13641756,5.545077106,9349,3,0.001779359,578.38
3/18/2024,Email,1685,1001,0.594065282,68.64807122,9.729376855,16394,10,0.002967359,1645.67
12/16/2022,Organic Social,1684,763,0.453087886,36.27850356,4.956650831,8347,6,0.003562945,1059.21
10/22/2024,Email,1683,711,0.422459893,53.93166964,9.680332739,16292,11,0.006535948,1804.75
2/18/2024,Paid Social,1682,682,0.405469679,37.24197384,7.347800238,12359,7,0.004161712,1089.74
10/20/2024,Cross-network,1681,890,0.529446758,60.28911362,11.56216538,19436,13,0.007733492,2124.35
4/1/2023,Organic Social,1681,874,0.519928614,43.553837,5.648423557,9495,2,0.001189768,420.5
8/30/2024,Paid Social,1681,1237,0.735871505,28.78167757,10.14634146,17056,4,0.002379536,366.48
11/20/2024,Paid Social,1681,433,0.257584771,22.54193932,6.965496728,11709,5,0.00297442,694.75
10/10/2024,Cross-network,1680,865,0.514880952,67.63392857,11.63214286,19542,12,0.007142857,2166.24
11/21/2023,Cross-network,1678,1094,0.651966627,86.49582837,12.10846246,20318,17,0.010131108,3631.33
6/17/2023,Paid Social,1678,603,0.359356377,34.56197855,4.947556615,8302,8,0.004171633,1365.04
6/13/2023,Email,1677,771,0.459749553,60.41800835,5.540250447,9291,30,0.017889088,1858.12
1/15/2025,Cross-network,1675,811,0.484179104,56.69970149,10.44716418,17499,14,0.008358209,2488.14
7/9/2023,Paid Social,1675,731,0.43641791,37.71164179,4.968955224,8323,10,0.005970149,743.59
11/9/2023,Email,1674,794,0.474313023,63.49462366,7.99223417,13379,8,0.004778973,1239.4
10/26/2024,Cross-network,1672,912,0.545454545,82.58133971,11.42464115,19102,13,0.006578947,1743.83
12/20/2024,Cross-network,1672,899,0.537679426,68.06578947,11.87260766,19851,15,0.008971292,2095.65
12/18/2024,Cross-network,1671,900,0.538599641,65.5475763,12.11669659,20247,14,0.008378217,2187.5
3/21/2023,Organic Social,1671,811,0.485338121,42.7432675,5.996409336,10020,4,0.002393776,392.76
1/14/2023,Paid Social,1670,587,0.351497006,33.02035928,4.740718563,7917,5,0.002994012,965.01
6/22/2023,Email,1669,857,0.513481126,60.68783703,6.008388256,10028,12,0.007189934,2454.19
2/2/2023,Cross-network,1668,1107,0.663669065,57.59772182,5.678057554,9471,5,0.002997602,850.29
3/10/2023,Organic Social,1667,832,0.49910018,43.01379724,5.621475705,9371,7,0.00419916,1054.65
10/9/2024,Cross-network,1666,871,0.522809124,68.18907563,12.06602641,20102,16,0.008403361,2406.08
1/18/2025,Unassigned,1665,578,0.347147147,55.26906907,10.12792793,16863,13,0.007807808,1741.22
10/13/2024,Cross-network,1661,875,0.52679109,63.8705599,11.30583986,18779,9,0.005418423,1341.25
1/10/2025,Cross-network,1660,904,0.544578313,70.24518072,12.1186747,20117,17,0.009638554,5463.03
10/30/2024,Cross-network,1658,925,0.557901086,59.93365501,11.64897467,19314,10,0.006031363,1952.8
11/4/2022,Organic Social,1658,925,0.557901086,44.80940893,5.291314837,8773,7,0.004221954,931.66
4/3/2023,Organic Social,1658,947,0.571170084,46.23823884,6.126055489,10157,4,0.002412545,765.61
12/31/2023,Paid Social,1658,659,0.397466828,35.61821472,7.571773221,12554,11,0.006634499,1518.39
10/17/2023,Cross-network,1654,1075,0.649939541,80.95949214,11.08827086,18340,17,0.009673519,3433.11
12/19/2024,Cross-network,1654,831,0.50241838,63.90689238,11.10822249,18373,11,0.006045949,1638.75
12/28/2022,Organic Social,1654,781,0.472188634,39.6076179,5.278718259,8731,4,0.00241838,737.21
6/26/2024,Email,1653,1270,0.76830006,133.4355717,7.120992136,11771,3,0.001814882,551.25
4/27/2024,Paid Social,1653,524,0.316999395,28.89957653,6.792498488,11228,10,0.006049607,1029.48
7/12/2023,Email,1652,849,0.513922518,55.34382567,5.835956416,9641,9,0.005447942,1838.17
3/24/2023,Organic Social,1651,852,0.516050878,45.86795881,6.22713507,10281,6,0.003634161,899.04
1/23/2023,Cross-network,1650,1032,0.625454545,60.77515152,5.739393939,9470,4,0.002424242,834.18
10/19/2023,Cross-network,1650,1137,0.689090909,84.46545455,11.99939394,19799,15,0.009090909,2435.9
3/12/2023,Cross-network,1649,983,0.59611886,62.78047301,5.93147362,9781,8,0.004851425,1823
3/21/2023,Cross-network,1649,1004,0.608853851,57.57428745,5.7198302,9432,4,0.002425713,691.1
11/24/2024,Cross-network,1648,859,0.521237864,64.86832524,12.29429612,20261,11,0.006674757,1816
4/23/2024,Paid Social,1648,515,0.3125,25.87135922,6.58434466,10851,10,0.006067961,1269.5
3/16/2023,Organic Social,1643,782,0.475958612,40.39683506,5.992696287,9846,3,0.001825928,514.25
8/13/2024,Paid Social,1643,1241,0.755325624,27.88922702,10.06512477,16537,5,0.003043214,1140
12/24/2023,Paid Social,1641,663,0.404021938,37.17123705,7.759902498,12734,10,0.006093845,1064.17
6/18/2024,Paid Social,1641,1020,0.621572212,25.42474101,7.928702011,13011,1,0.000609385,188
6/26/2024,Paid Social,1641,1121,0.683120049,21.65021328,7.66301036,12575,4,0.002437538,664.97
11/2/2024,Cross-network,1640,892,0.543902439,71.35426829,12.89634146,21150,10,0.006097561,2455.44
6/17/2024,Paid Social,1639,1023,0.624161074,24.89627822,7.794996949,12776,4,0.002440513,294.99
3/6/2024,Email,1638,871,0.531746032,124.2142857,7.985347985,13080,2,0.001221001,75.49
1/6/2024,Paid Social,1638,715,0.436507937,42.82173382,8.340659341,13662,12,0.007326007,1514.91
3/26/2023,Organic Social,1636,779,0.476161369,49.57885086,6.267114914,10253,3,0.001833741,361.92
1/29/2024,Paid Social,1636,623,0.380806846,35.21577017,7.549511002,12351,6,0.003667482,774
6/27/2024,Paid Social,1636,1142,0.69804401,22.14119804,7.514669927,12294,4,0.002444988,1389.75
3/3/2024,Referral,1636,129,0.078850856,14.33312958,5.605134474,9170,4,0.002444988,363.83
1/28/2023,Cross-network,1634,1006,0.615667075,61.39228886,5.921664627,9676,9,0.005507956,1494.6
11/19/2024,Cross-network,1634,819,0.50122399,58.99388005,10.99265606,17962,12,0.007343941,1527.55
12/11/2024,Cross-network,1634,841,0.514687882,62.59179927,11.32864137,18511,9,0.005507956,2093.67
12/2/2024,Email,1634,726,0.444308446,77.57282742,12.34822521,20177,36,0.022031824,6943.89
3/23/2023,Cross-network,1632,957,0.586397059,52.89644608,5.517769608,9005,5,0.00245098,1128.65
8/15/2024,Paid Social,1632,1206,0.738970588,26.05147059,9.68504902,15806,9,0.005514706,990.73
1/16/2025,Unassigned,1631,530,0.324954016,52.95033722,8.923359902,14554,14,0.008583691,7255.2
7/4/2023,Paid Social,1630,814,0.499386503,53.73865031,6.16993865,10057,7,0.004294479,1588.85
7/3/2024,Email,1629,1263,0.775322284,133.0748926,7.998158379,13029,2,0.001227747,261.4
5/11/2023,Paid Social,1629,745,0.457335789,38.27808471,5.308778392,8648,6,0.003683241,363.5
10/14/2023,Cross-network,1628,1121,0.688574939,94.60380835,12.70208845,20679,16,0.00982801,2872.6
4/25/2024,Paid Social,1628,558,0.342751843,25.57248157,6.347051597,10333,9,0.005528256,852.54
10/28/2024,Cross-network,1627,805,0.494775661,59.16410572,10.90411801,17741,8,0.004917025,1544.58
3/13/2023,Cross-network,1626,1032,0.634686347,56.42742927,5.729397294,9316,5,0.003075031,1228.65
10/16/2024,Email,1626,842,0.517835178,101.8154982,7.167896679,11655,0,0,0
12/7/2022,Organic Social,1626,899,0.552890529,49.10393604,5.642681427,9175,5,0.003075031,652.66
1/25/2024,Paid Social,1623,648,0.399260628,36.07393715,7.573629082,12292,12,0.007393715,1159.74
11/17/2024,Cross-network,1622,866,0.533908755,61.11960543,11.351418,18412,13,0.008014797,1665.99
12/8/2022,Organic Social,1622,949,0.585080148,53.83723798,6.008631319,9746,7,0.00431566,1541.33
12/22/2024,Paid Social,1622,432,0.266337855,23.02034525,6.91676942,11219,9,0.005548705,987.73
11/27/2024,Email,1617,754,0.466295609,63.43290043,11.79468151,19072,36,0.021645022,4941.62
9/22/2022,Organic Social,1617,640,0.395794682,33.04947434,4.628324057,7484,9,0.005565863,1149.22
6/11/2024,Paid Social,1616,1046,0.647277228,22.28341584,7.538366337,12182,5,0.003094059,627.73
11/21/2024,Email,1615,567,0.351083591,55.84582043,7.700309598,12436,3,0.001857585,194.1
8/16/2024,Paid Social,1615,1234,0.764086687,27.51888545,9.893498452,15978,2,0.00123839,165.49
3/22/2023,Organic Social,1614,808,0.500619579,41.91140025,5.902106568,9526,3,0.001858736,374.88
11/18/2024,Cross-network,1612,805,0.499379653,54.08808933,10.79528536,17402,11,0.006823821,1495.03
11/20/2024,Cross-network,1612,873,0.541563275,68.24565757,12.04218362,19412,17,0.010545906,2343.04
1/16/2025,Email,1612,658,0.408188586,62.06575682,6.817617866,10990,10,0.006203474,962.84
11/19/2023,Cross-network,1611,1141,0.708255742,97.29919305,13.13097455,21154,15,0.008690255,2978.84
7/3/2023,Paid Social,1611,790,0.490378647,47.8777157,5.795779019,9337,8,0.00496586,857.28
11/30/2024,Cross-network,1609,879,0.546302051,68.32815413,13.29521442,21392,27,0.016780609,3341.91
1/9/2025,Email,1606,737,0.45890411,63.62702366,8.192403487,13157,7,0.004358655,1034.95
11/16/2024,Cross-network,1603,830,0.517779164,56.36993138,11.35932626,18209,7,0.004366812,1114.65
1/27/2024,Paid Social,1602,587,0.366416979,31.13795256,6.868289638,11003,7,0.004369538,911.2
11/3/2022,Unassigned,1602,905,0.564918851,73.81772784,6.367665418,10201,7,0.004369538,1187.83
5/4/2022,Organic Search,1599,1246,0.779237023,136.507192,11.68667917,18687,17,0.010631645,2551.11
1/19/2025,Cross-network,1596,868,0.543859649,68.05639098,11.92293233,19029,12,0.007518797,1518.45
3/9/2024,Paid Social,1594,626,0.39272271,31.66311167,7.143036386,11386,4,0.00250941,338.14
8/9/2024,Paid Social,1594,1185,0.743412798,26.6348808,10.05207026,16023,5,0.003136763,594.99
6/19/2023,Paid Social,1593,562,0.352793471,31.4613936,5.050847458,8046,4,0.002510986,604.93
10/8/2024,Cross-network,1592,881,0.55339196,64.16143216,11.49057789,18293,9,0.005653266,2013.84
10/25/2024,Cross-network,1592,823,0.516959799,62.66708543,11.8548995,18873,14,0.008165829,1769.49
11/22/2024,Cross-network,1591,878,0.55185418,74.39849151,12.37272156,19685,13,0.008170962,2256.28
8/3/2023,Organic Social,1591,958,0.602137021,50.20301697,8.093651791,12877,20,0.01257071,2727.82
3/24/2023,Cross-network,1590,960,0.603773585,55.40628931,5.689937107,9047,7,0.004402516,1281.89
10/11/2023,Cross-network,1590,975,0.613207547,84.61069182,14.97735849,23814,27,0.01572327,5150.59
1/22/2025,Cross-network,1589,849,0.534298301,67.74889868,12.12397734,19265,10,0.006293266,2472.1
3/31/2023,Email,1589,675,0.424795469,46.93706734,5.248584015,8340,14,0.008810573,2836.99
10/16/2022,Organic Social,1589,714,0.449339207,41.3782253,5.364380113,8524,8,0.005034613,1294.12
10/19/2024,Cross-network,1588,853,0.537153652,64.24685139,11.99433249,19047,13,0.008186398,2179.22
11/21/2024,Cross-network,1587,829,0.52236925,56.52930057,11.62381853,18447,11,0.006931317,1201.99
1/24/2023,Cross-network,1584,1001,0.631944444,59.61237374,5.681186869,8999,5,0.003156566,1059.99
5/15/2023,Email,1582,841,0.531605563,85.36788875,7.513906448,11887,26,0.016434893,5541.08
12/10/2022,Organic Social,1582,875,0.553097345,50.85587863,5.4494311,8621,4,0.002528445,396.36
12/5/2022,Organic Social,1580,858,0.543037975,47.14113924,5.498734177,8688,2,0.001265823,122.89
12/14/2022,Organic Social,1580,790,0.5,41.16835443,5.23164557,8266,4,0.002531646,850.06
1/17/2023,Cross-network,1579,1003,0.63521216,59.92526916,5.72070931,9033,6,0.003799873,1281.93
12/8/2022,Referral,1579,1120,0.70930969,82.88157061,6.769474351,10689,18,0.01139962,2795.63
3/14/2024,Email,1578,925,0.586185044,81.49112801,9.23130545,14567,5,0.003168568,1281.27
3/17/2023,Organic Social,1578,770,0.487959442,42.43092522,5.881495564,9281,4,0.002534854,597.01
6/21/2024,Paid Social,1578,1092,0.692015209,23.80291508,7.650190114,12072,5,0.003168568,852.48
10/25/2023,Cross-network,1577,1084,0.687381103,86.35954344,12.78757134,20166,19,0.012048193,3203.55
1/21/2025,Cross-network,1577,832,0.52758402,67.42612555,11.80279011,18613,20,0.012682308,2938.4
10/10/2023,Cross-network,1576,1017,0.645304569,90.00253807,15.39403553,24261,25,0.015862944,3110.61
12/10/2024,Email,1575,559,0.354920635,45.89460317,8.297777778,13069,9,0.005714286,926.5
12/6/2022,Organic Social,1575,823,0.522539683,46.23174603,5.538412698,8723,5,0.003174603,857.59
2/3/2024,Paid Social,1575,666,0.422857143,37.56507937,7.442539683,11722,11,0.006984127,1594.97
11/20/2023,Cross-network,1573,1075,0.683407502,85.97139224,12.15893198,19126,11,0.006993007,1607.44
1/18/2025,Cross-network,1572,845,0.537531807,68.32061069,11.70992366,18408,18,0.011450382,2491.74
7/1/2022,Email,1572,1005,0.639312977,108.5260814,11.37977099,17889,24,0.015267176,2691.07
6/28/2024,Paid Social,1572,1106,0.703562341,22.26208651,7.524173028,11828,4,0.002544529,598.47
12/9/2024,Cross-network,1571,807,0.513685551,62.28898791,10.94907702,17201,12,0.007638447,1561.99
4/17/2024,Email,1571,787,0.500954806,123.8866964,6.390197327,10039,4,0.001273074,229.56
1/16/2025,Cross-network,1570,782,0.498089172,62.57898089,10.82484076,16995,6,0.003821656,986
3/9/2023,Organic Social,1570,746,0.475159236,43.20191083,6.019745223,9451,2,0.001273885,236.95
11/1/2024,Cross-network,1569,821,0.523263225,60.65519439,11.18355641,17547,12,0.007648184,2191.95
12/8/2024,Cross-network,1568,850,0.542091837,68.18686224,12.22767857,19173,11,0.007015306,1454.9
4/26/2024,Paid Social,1568,510,0.325255102,26.89540816,6.839285714,10724,8,0.005102041,1398.99
11/17/2022,Organic Social,1567,757,0.483088705,44.01212508,5.339502234,8367,2,0.001276324,311.59
1/22/2023,Paid Social,1567,634,0.404594767,33.47606892,6.270580728,9826,1,0.000638162,64.49
3/31/2023,Cross-network,1566,918,0.586206897,50.60855683,5.5,8613,5,0.003192848,1039.55
12/10/2024,Cross-network,1566,843,0.538314176,60.07598978,11.66985951,18275,10,0.006385696,1174.74
10/12/2024,Cross-network,1565,801,0.511821086,59.59169329,11.41789137,17869,9,0.005750799,1345.95
12/14/2024,Cross-network,1565,866,0.553354633,65.29201278,11.6172524,18181,11,0.007028754,1439.5
12/12/2024,Cross-network,1564,790,0.50511509,67.04923274,11.86317136,18554,19,0.012148338,4113.53
12/14/2023,Paid Social,1562,659,0.421895006,36.95262484,7.57362356,11830,8,0.005121639,785.64
11/4/2024,Cross-network,1561,740,0.474055093,60.60474055,11.4317745,17845,10,0.00640615,1669.85
2/3/2023,Cross-network,1560,1021,0.654487179,68.92435897,6.312179487,9847,10,0.005769231,1569.13
7/10/2024,Email,1560,1179,0.755769231,104.7634615,7.346794872,11461,3,0.001923077,569.98
6/12/2024,Email,1559,1225,0.785760103,110.3085311,8.087876844,12609,8,0.005131495,481
10/29/2024,Email,1556,766,0.492287918,62.50128535,10.50578406,16347,9,0.005784062,1588.25
5/8/2024,Email,1555,858,0.551768489,131.8958199,6.323472669,9833,2,0.001286174,472.15
11/18/2023,Cross-network,1554,1095,0.704633205,117.6106821,12.03410553,18701,12,0.007722008,2050.49
11/22/2023,Cross-network,1553,1053,0.678042498,94.42305216,12.99613651,20183,22,0.01416613,3742.88
7/12/2024,Paid Social,1549,1098,0.708844416,21.85345384,7.962556488,12334,7,0.004519045,803.74
1/30/2023,Cross-network,1548,940,0.607235142,62.39276486,5.953488372,9216,7,0.004521964,1228.23
8/15/2023,Email,1548,833,0.538113695,60.75129199,8.071059432,12494,14,0.009043928,1403.93
9/24/2022,Organic Social,1548,678,0.437984496,35.96963824,4.907622739,7597,4,0.002583979,445.65
8/1/2023,Email,1547,861,0.556561086,54.77052359,7.020038785,10860,3,0.001939237,701.1
9/29/2023,Email,1547,966,0.624434389,91.45895281,14.46929541,22384,27,0.017453135,3370.17
12/20/2024,Email,1547,291,0.188106012,26.30963154,5.491273432,8495,3,0.001939237,431.75
12/13/2022,Organic Social,1546,722,0.467011643,37.62354463,4.953428202,7658,1,0.000646831,380.16
12/29/2022,Organic Social,1546,789,0.510349288,46.40232859,5.534928849,8557,3,0.001940492,553.16
11/26/2024,Cross-network,1545,768,0.497087379,61.62977346,12.21423948,18871,17,0.011003236,2361.1
11/12/2023,Email,1544,734,0.475388601,75.26554404,6.238341969,9632,3,0.001943005,528.45
10/30/2022,Organic Social,1544,722,0.46761658,46.26489637,5.621761658,8680,3,0.001943005,156.05
12/9/2024,Paid Social,1543,389,0.252106286,22.53985742,6.733635774,10390,3,0.001944264,515.25
10/7/2024,Cross-network,1540,836,0.542857143,69.91558442,12.11428571,18656,11,0.007142857,1675.75
11/12/2023,Cross-network,1538,1078,0.700910273,90.64759428,12.65604681,19465,17,0.009752926,3565.58
11/11/2023,Cross-network,1535,1064,0.693159609,92.16807818,12.71596091,19519,14,0.009120521,2285.82
12/15/2022,Organic Social,1535,719,0.468403909,40.43583062,5.221498371,8015,8,0.005211726,1039.41
1/20/2023,Cross-network,1534,962,0.627118644,59.94198175,5.734680574,8797,7,0.004563233,1106.26
12/16/2024,Cross-network,1533,790,0.515329419,62.22504892,11.71754729,17963,14,0.00913242,2022.18
10/24/2022,Organic Social,1531,771,0.503592423,49.5630307,5.901371653,9035,3,0.001959504,200.22
11/6/2023,Cross-network,1530,1082,0.707189542,97.38169935,12.83333333,19635,9,0.005882353,1396.83
11/3/2022,Organic Social,1529,941,0.615434925,49.06801831,5.70176586,8718,6,0.003924133,838.87
12/10/2024,Paid Social,1529,401,0.262262917,22.8116416,6.828646174,10441,4,0.002616089,370
1/21/2024,Paid Social,1527,613,0.401440733,36.26064178,7.875573019,12026,7,0.004584152,954.46
11/28/2024,Cross-network,1525,843,0.552786885,70.72065574,13.90557377,21206,21,0.013770492,3133.4
12/25/2023,Paid Social,1524,568,0.372703412,35.59055118,7.387795276,11259,6,0.003937008,680.77
1/26/2024,Paid Social,1524,595,0.390419948,31.86417323,7.515748031,11454,10,0.00656168,1349.19
6/13/2024,Paid Social,1521,977,0.642340565,25.20973044,7.673898751,11672,8,0.005259698,954.72
10/19/2023,Email,1519,700,0.460829493,52.36273864,8.324555629,12645,26,0.017116524,3614.59
1/27/2023,Cross-network,1517,909,0.599208965,60.78444298,5.805537245,8807,1,0.000659196,83.99
6/21/2023,Email,1517,742,0.48912327,60.89914305,5.580751483,8466,13,0.008569545,1174.15
12/23/2024,Paid Social,1515,369,0.243564356,19.130033,6.349834983,9620,2,0.001320132,215
3/25/2023,Organic Social,1514,731,0.482826948,41.2998679,6.026420079,9124,3,0.001981506,262.42
5/21/2023,Email,1513,805,0.532055519,84.01057502,6.851949769,10367,18,0.011896894,2724.13
10/6/2023,Paid Social,1513,707,0.467283543,55.04758757,10.22538004,15471,9,0.005948447,1291.87
12/1/2024,Cross-network,1511,858,0.56783587,77.88682991,13.63798809,20607,18,0.011912641,3171.6
10/11/2024,Cross-network,1510,777,0.514569536,63.43642384,11.44900662,17288,12,0.00794702,1402.1
10/13/2023,Cross-network,1509,958,0.634857522,75.8952949,12.46056991,18803,14,0.009277667,2590.47
1/20/2025,Cross-network,1509,859,0.56925116,74.02717031,12.83101392,19362,20,0.01325381,3928.03
10/2/2022,Organic Social,1508,860,0.570291777,49.98806366,5.74801061,8668,6,0.00397878,736.61
6/20/2023,Paid Social,1508,499,0.330901857,27.23408488,4.659814324,7027,3,0.00198939,207.22
5/4/2022,Paid Search,1507,1256,0.833443928,176.7378898,13.49834107,20342,19,0.01260783,2374.42
10/18/2024,Cross-network,1506,801,0.53187251,63.67662683,11.33532537,17071,15,0.009960159,2998.9
3/11/2023,Cross-network,1505,908,0.603322259,65.54352159,6.053156146,9110,5,0.003322259,778.66
10/24/2024,Cross-network,1504,814,0.541223404,73.55917553,12.27460106,18461,15,0.009973404,2673.74
6/9/2024,Paid Social,1504,954,0.634308511,26.66289894,7.932180851,11930,10,0.005984043,952.45
1/14/2024,Paid Social,1502,634,0.422103862,38.00865513,7.944740346,11933,7,0.004660453,1289.12
3/30/2023,Cross-network,1501,915,0.609593604,63.90006662,5.866755496,8806,5,0.003331113,851.85
7/8/2023,Paid Social,1500,667,0.444666667,32.11333333,4.779333333,7169,7,0.004666667,897.37
2/11/2024,Paid Social,1499,633,0.422281521,35.61574383,7.638425617,11450,11,0.006671114,1290.22
11/7/2024,Cross-network,1497,684,0.456913828,57.98530394,11.19238477,16755,9,0.006012024,1176.54
1/3/2024,Paid Social,1497,610,0.40748163,43.85971944,8.291249165,12412,10,0.006680027,1619.23
1/9/2024,Paid Social,1497,596,0.398129593,36.53306613,7.886439546,11806,5,0.002672011,461.59
7/11/2023,Email,1494,800,0.535475234,75.93975904,6.623828648,9896,12,0.008032129,3436.49
7/7/2024,Email,1494,1081,0.72356091,77.04551539,12.4330656,18575,19,0.012717537,3094.48
11/27/2024,Cross-network,1492,808,0.54155496,75.10589812,13.46112601,20084,18,0.012064343,2497.89
4/13/2023,Email,1492,599,0.401474531,48.03217158,5.057640751,7546,2,0.001340483,601.62
11/13/2022,Organic Social,1492,694,0.465147453,52.88203753,5.83310992,8703,6,0.004021448,662.08
8/3/2023,Cross-network,1489,1020,0.685023506,86.58495635,9.972464741,14849,12,0.0080591,2045.19
2/21/2023,Unassigned,1489,676,0.45399597,63.96171927,5.939556749,8844,22,0.014775017,3990.74
11/7/2023,Cross-network,1487,1022,0.687289845,89.34902488,13.08809684,19462,24,0.016139879,4409.08
3/14/2023,Organic Social,1485,678,0.456565657,40.21683502,6.01010101,8925,4,0.002693603,288.3
1/15/2024,Paid Social,1485,618,0.416161616,51.19393939,7.916498316,11756,9,0.006060606,1423.44
6/26/2023,Paid Social,1483,522,0.351989211,37.80984491,5.041807148,7477,7,0.004720162,1046.1
12/30/2023,Paid Social,1483,606,0.408631153,45.045853,8.095751854,12006,9,0.005394471,779.6
1/13/2023,Paid Social,1481,531,0.358541526,33.4132343,4.663065496,6906,1,0.000675219,58.28
9/21/2022,Organic Social,1480,608,0.410810811,35.19797297,4.947297297,7322,11,0.007432432,566
11/7/2022,Unassigned,1480,820,0.554054054,75.03716216,6.373648649,9433,5,0.003378378,844.4
10/31/2024,Cross-network,1479,729,0.492900609,64.17714672,11.41446924,16882,20,0.01352265,3178.19
10/17/2023,Email,1478,731,0.49458728,68.44925575,9.174560217,13560,27,0.01759134,2006.19
1/21/2025,Email,1478,722,0.48849797,57.16779432,9.027063599,13342,5,0.00338295,786.02
2/22/2024,Email,1477,749,0.507109005,93.7027759,8.226134056,12150,6,0.004062288,1015.83
1/20/2024,Paid Social,1477,633,0.428571429,37.52403521,7.909952607,11683,6,0.004062288,926.04
12/13/2024,Cross-network,1476,820,0.555555556,66.43699187,11.69376694,17260,15,0.010162602,2665.28
3/28/2023,Organic Social,1475,690,0.46779661,40.41559322,5.940338983,8762,4,0.002711864,411.36
6/16/2023,Paid Social,1475,589,0.399322034,33.34779661,5.073898305,7484,3,0.002033898,171.81
11/29/2022,Unassigned,1475,690,0.46779661,78.91050847,6.642711864,9798,32,0.021694915,5438.46
3/29/2023,Cross-network,1474,893,0.605834464,61.2550882,5.860922659,8639,9,0.006105834,1855.07
2/19/2024,Paid Social,1474,632,0.428765265,42.53595658,8.318860244,12262,12,0.007462687,1093.42
6/23/2023,Paid Social,1473,463,0.314324508,30.532926,4.752206382,7000,8,0.005431093,676.72
2/5/2024,Paid Social,1473,528,0.358452138,31.37678208,7.183978276,10582,5,0.003394433,883.25
11/10/2023,Cross-network,1471,1022,0.694765466,91.54180829,12.35690007,18177,14,0.009517335,2106.43
9/14/2023,Email,1471,726,0.493541808,52.88171312,6.409925221,9429,13,0.008837525,1774.92
1/18/2023,Organic Social,1471,965,0.656016315,42.42828008,5.866757308,8630,1,0.00067981,46.63
3/27/2023,Organic Social,1471,721,0.49014276,42.20530252,6.099252209,8972,4,0.002719239,463.53
3/28/2023,Cross-network,1470,905,0.615646259,57.5755102,5.66462585,8327,5,0.003401361,843.68
7/26/2023,Email,1470,860,0.585034014,70.3829932,7.963265306,11706,28,0.018367347,6026.3
11/16/2023,Cross-network,1469,1000,0.680735194,92.88223281,12.70728387,18667,14,0.009530293,3217.37
2/6/2024,Paid Social,1465,585,0.399317406,36.84641638,7.539249147,11045,5,0.003412969,913.96
11/16/2022,Unassigned,1464,620,0.423497268,58.72472678,5.455601093,7987,16,0.010928962,3593.86
3/10/2023,Cross-network,1462,928,0.634746922,65.1621067,6.26880985,9165,7,0.004787962,1029.05
11/14/2024,Cross-network,1461,739,0.505817933,63.37919233,12.3340178,18020,11,0.00752909,2332.5
